Station_ID	Station_Name	Division	Latitude	Longitude	Elevation_m	Date	Time	Season	Temp_Max_C	Temp_Min_C	Current_Temp_C	Temp_Range_C	Rainfall_mm	Humidity_Morning_Pct	Humidity_Evening_Pct	Wind_Speed_kmh	Surface_Pressure_hPa	Rainfall_Lag1_mm	Target_Rain_Tomorrow
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	5/23/2026	16:20	Pre-Monsoon	28.6	21.7	28.6	6.9	0	97	48	11.2	1012.9	0	0
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	5/23/2026	17:20	Pre-Monsoon	32.4	25.1	28.4	7.3	19.7	77	47	12.1	1007.3	0	1
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	5/23/2026	18:20	Pre-Monsoon	28.5	18	28.2	10.5	0	75	56	12.7	1010.4	19.7	0
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	5/23/2026	19:20	Pre-Monsoon	30.4	20.5	29	9.9	0	76	56	3.9	1012.1	0	0
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	5/23/2026	20:20	Pre-Monsoon	28.9	18.4	28.9	10.5	0	85	48	21.3	1017.3	0	0
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	5/23/2026	21:20	Pre-Monsoon	33.8	23.4	29.2	10.4	0	76	62	7.6	1006.1	0	0
BMD-499	Jessore	Khulna	23.1664	89.2081	16	5/23/2026	22:20	Pre-Monsoon	27.7	19.1	27.7	8.6	0	68	88	11.6	1009.3	0	0
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	5/23/2026	23:20	Pre-Monsoon	33.1	26	27.8	7.1	0	78	88	12.6	1008.9	0	1
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	5/24/2026	0:20	Pre-Monsoon	32.4	23.3	28.1	9.1	0	87	59	7.3	1014	0	0
BMD-481	Narayanganj	Dhaka	23.6238	90.5	3	5/24/2026	1:20	Pre-Monsoon	30.6	22.8	28.1	7.8	0	88	52	11.6	1005.2	0	0
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	5/24/2026	2:20	Pre-Monsoon	35.9	25.7	28.2	10.2	0	95	57	8.3	1002.5	0	0
BMD-683	Barisal	Barisal	22.701	90.3535	4	5/24/2026	3:20	Pre-Monsoon	32.2	25	28	7.2	0	86	45	16.8	1008.8	0	0
BMD-421	Khulna	Khulna	22.8456	89.5403	9	5/24/2026	4:20	Pre-Monsoon	27.9	16.9	27.9	11	0	78	65	6.3	1017.9	0	0
BMD-166	Sreemangal	Sylhet	24.3065	91.7296	26	5/24/2026	5:20	Pre-Monsoon	34.6	24.5	28.2	10.1	0	91	73	9.9	1017.8	0	0
BMD-481	Narayanganj	Dhaka	23.6238	90.5	3	5/24/2026	6:20	Pre-Monsoon	35.7	28.5	28.9	7.2	0	78	83	11.2	1013.4	0	0
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	5/24/2026	7:20	Pre-Monsoon	27.7	19.7	27.7	8	0	80	75	24.6	1003.3	0	0
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	5/24/2026	8:20	Pre-Monsoon	29.2	22.1	27	7.1	0	80	50	21.5	1014.5	0	0
BMD-075	Gazipur	Dhaka	23.9999	90.4203	8	5/24/2026	9:20	Pre-Monsoon	27.8	17.1	26.8	10.7	0	98	86	7.1	1006.5	0	0
BMD-421	Khulna	Khulna	22.8456	89.5403	9	5/24/2026	10:20	Pre-Monsoon	32.5	25.7	26.2	6.8	0	94	74	11.6	1007.5	0	0
BMD-998	Chittagong	Chittagong	22.3569	91.7832	12	5/24/2026	11:20	Pre-Monsoon	35.6	28.7	28.7	6.9	0	85	47	3.9	1012.2	0	1
BMD-481	Narayanganj	Dhaka	23.6238	90.5	3	5/24/2026	12:20	Pre-Monsoon	33	22.3	28.7	10.7	0	68	51	8.4	1015.4	0	0
BMD-625	Tangail	Dhaka	24.2513	89.9167	10	5/24/2026	13:20	Pre-Monsoon	32.3	24.9	29.2	7.4	0	80	57	18	1012.7	0	0
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	5/24/2026	14:20	Pre-Monsoon	34.3	26	29.8	8.3	0	92	83	3.9	1006.7	0	1
BMD-166	Sreemangal	Sylhet	24.3065	91.7296	26	5/24/2026	15:20	Pre-Monsoon	35.7	29.6	29.6	6.1	0	74	52	10.3	1012.7	0	0
BMD-499	Jessore	Khulna	23.1664	89.2081	16	5/24/2026	16:20	Pre-Monsoon	31.4	23.5	29.7	7.9	0	95	74	24.3	1007	0	0
BMD-998	Chittagong	Chittagong	22.3569	91.7832	12	5/24/2026	17:20	Pre-Monsoon	32.3	24.6	29.8	7.7	36	90	72	7.1	1012.3	0	1
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	5/24/2026	18:20	Pre-Monsoon	27	18.4	27	8.6	0	85	50	19.8	1010.9	36	1
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	5/24/2026	19:20	Pre-Monsoon	33.6	23.5	26.6	10.1	0	99	49	21.1	1011.4	0	0
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	5/24/2026	20:20	Pre-Monsoon	28.8	19.6	26.4	9.2	30.3	76	72	3.5	1013.1	0	1
BMD-499	Jessore	Khulna	23.1664	89.2081	16	5/24/2026	21:20	Pre-Monsoon	35.1	25.9	27.1	9.2	10.9	95	58	25.5	1005.8	30.3	1
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	5/24/2026	22:20	Pre-Monsoon	32.4	22.9	27.7	9.5	0	77	60	21.9	1013.6	10.9	0
BMD-075	Gazipur	Dhaka	23.9999	90.4203	8	5/24/2026	23:20	Pre-Monsoon	35.3	26.8	27.7	8.5	0	80	71	11	1010.6	0	0
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	5/25/2026	0:20	Pre-Monsoon	27.9	19.4	27.6	8.5	0	78	67	7.6	1014.4	0	1
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	5/25/2026	1:20	Pre-Monsoon	28.1	19.4	27.9	8.7	0	87	69	20	1016.5	0	1
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	5/25/2026	2:20	Pre-Monsoon	35.1	27.6	28.3	7.5	0	91	46	11.3	1014.1	0	0
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	5/25/2026	3:20	Pre-Monsoon	32.8	24.2	28.5	8.6	0	72	63	9	1017.8	0	0
BMD-499	Jessore	Khulna	23.1664	89.2081	16	5/25/2026	4:20	Pre-Monsoon	34	26.4	28.9	7.6	0	77	48	22.8	1015.3	0	0
BMD-998	Chittagong	Chittagong	22.3569	91.7832	12	5/25/2026	5:20	Pre-Monsoon	27.2	18.8	27.2	8.4	0	91	74	4.8	1010.3	0	0
BMD-481	Narayanganj	Dhaka	23.6238	90.5	3	5/25/2026	6:20	Pre-Monsoon	35.1	25	26.8	10.1	0	74	75	9.1	1012.9	0	0
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	5/25/2026	7:20	Pre-Monsoon	34.1	27.1	27.1	7	0	73	76	4.4	1013.2	0	0
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	5/25/2026	8:20	Pre-Monsoon	34.7	24	27.5	10.7	0	89	72	20.5	1016.1	0	0
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	5/25/2026	9:20	Pre-Monsoon	29.5	22	27.7	7.5	18.7	96	49	21	1008	0	1
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	5/25/2026	10:20	Pre-Monsoon	32.3	22.4	27	9.9	0	85	47	12.1	1014.7	18.7	0
BMD-421	Khulna	Khulna	22.8456	89.5403	9	5/25/2026	11:20	Pre-Monsoon	35.5	24.5	26.9	11	0	85	77	8.6	1017.6	0	1
BMD-683	Barisal	Barisal	22.701	90.3535	4	5/25/2026	12:20	Pre-Monsoon	34.5	26.7	26.9	7.8	0	87	71	23	1009.7	0	0
BMD-481	Narayanganj	Dhaka	23.6238	90.5	3	5/25/2026	13:20	Pre-Monsoon	31.4	25.3	26.8	6.1	0	92	74	8.6	1016.1	0	0
BMD-421	Khulna	Khulna	22.8456	89.5403	9	5/25/2026	14:20	Pre-Monsoon	35.7	27.7	27.7	8	0	87	60	5.9	1003.1	0	0
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	5/25/2026	15:20	Pre-Monsoon	35	25.6	27.9	9.4	0	85	73	5.9	1007.7	0	0
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	5/25/2026	16:20	Pre-Monsoon	36.1	25.2	27.9	10.9	0	97	85	7.3	1012.4	0	0
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	5/25/2026	17:20	Pre-Monsoon	30.4	22.5	28.5	7.9	0	71	87	13.8	1006.5	0	1
BMD-481	Narayanganj	Dhaka	23.6238	90.5	3	5/25/2026	18:20	Pre-Monsoon	27.8	20.1	27.8	7.7	37.7	92	74	8.7	1006.3	0	1
BMD-075	Gazipur	Dhaka	23.9999	90.4203	8	5/25/2026	19:20	Pre-Monsoon	34	27.1	28.6	6.9	0	86	58	7.1	1006	37.7	1
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	5/25/2026	20:20	Pre-Monsoon	30.5	22.6	28.7	7.9	0	95	83	10.2	1008.2	0	0
BMD-421	Khulna	Khulna	22.8456	89.5403	9	5/25/2026	21:20	Pre-Monsoon	27.7	21.6	27.7	6.1	0	91	78	13.5	1008.6	0	0
BMD-481	Narayanganj	Dhaka	23.6238	90.5	3	5/25/2026	22:20	Pre-Monsoon	33	24.4	27.2	8.6	0	93	52	15.8	1005	0	0
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	5/25/2026	23:20	Pre-Monsoon	28.9	19.7	27.4	9.2	0	69	68	25.9	1006.5	0	0
BMD-499	Jessore	Khulna	23.1664	89.2081	16	5/26/2026	0:20	Pre-Monsoon	29.5	22.5	27.2	7	31.4	91	79	5.1	1002.5	0	1
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	5/26/2026	1:20	Pre-Monsoon	30.2	19.6	27.1	10.6	0	75	70	3.2	1011.6	31.4	0
BMD-075	Gazipur	Dhaka	23.9999	90.4203	8	5/26/2026	2:20	Pre-Monsoon	34	25.4	27.6	8.6	0	97	64	12.5	1009.8	0	0
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	5/26/2026	3:20	Pre-Monsoon	36	25.4	28.4	10.6	0	83	52	4.4	1003	0	1
BMD-625	Tangail	Dhaka	24.2513	89.9167	10	5/26/2026	4:20	Pre-Monsoon	32.3	24.6	28.5	7.7	0	77	63	8.2	1017.7	0	1
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	5/26/2026	5:20	Pre-Monsoon	31	21.5	28.2	9.5	0	78	55	20.3	1005.6	0	0
BMD-625	Tangail	Dhaka	24.2513	89.9167	10	5/26/2026	6:20	Pre-Monsoon	36.6	26.5	27.9	10.1	0	92	72	22.5	1012.5	0	0
BMD-481	Narayanganj	Dhaka	23.6238	90.5	3	5/26/2026	7:20	Pre-Monsoon	30.7	23.4	28.4	7.3	0	77	48	10.6	1002	0	0
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	5/26/2026	8:20	Pre-Monsoon	28.5	18.7	28.1	9.8	0	76	83	25.2	1005.8	0	1
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	5/26/2026	9:20	Pre-Monsoon	32.7	22.8	28.4	9.9	0	79	88	20.8	1004.3	0	0
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	5/26/2026	10:20	Pre-Monsoon	27.9	21	27.9	6.9	0	97	86	12.3	1005	0	0
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	5/26/2026	11:20	Pre-Monsoon	32.5	23.8	27.5	8.7	5.3	88	47	5.1	1006.3	0	1
BMD-683	Barisal	Barisal	22.701	90.3535	4	5/26/2026	12:20	Pre-Monsoon	31.6	25.1	26.7	6.5	0	86	77	20.2	1003.6	5.3	0
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	5/26/2026	13:20	Pre-Monsoon	36.4	30	30	6.4	0	83	78	2.9	1012.5	0	0
BMD-075	Gazipur	Dhaka	23.9999	90.4203	8	5/26/2026	14:20	Pre-Monsoon	28.7	22.1	28.7	6.6	0	98	53	6.4	1017.1	0	0
BMD-075	Gazipur	Dhaka	23.9999	90.4203	8	5/26/2026	15:20	Pre-Monsoon	32.6	23	28.3	9.6	0	90	77	8	1009.2	0	0
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	5/26/2026	16:20	Pre-Monsoon	32.6	23.3	28.7	9.3	0	86	65	5.4	1002.9	0	0
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	5/26/2026	17:20	Pre-Monsoon	27.4	19.1	27.4	8.3	0	97	45	13.9	1006.6	0	0
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	5/26/2026	18:20	Pre-Monsoon	28.4	18.1	27.3	10.3	0	97	74	14.8	1014.4	0	0
BMD-421	Khulna	Khulna	22.8456	89.5403	9	5/26/2026	19:20	Pre-Monsoon	29.8	20	27.2	9.8	0	79	88	13.8	1016	0	0
BMD-998	Chittagong	Chittagong	22.3569	91.7832	12	5/26/2026	20:20	Pre-Monsoon	33.6	23.6	27.9	10	0	86	62	4.4	1011.8	0	0
BMD-683	Barisal	Barisal	22.701	90.3535	4	5/26/2026	21:20	Pre-Monsoon	33.4	22.7	28.7	10.7	0	99	61	16.3	1009.7	0	0
BMD-421	Khulna	Khulna	22.8456	89.5403	9	5/26/2026	22:20	Pre-Monsoon	36.5	28	29.1	8.5	19.6	89	63	12.2	1017.7	0	1
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	5/26/2026	23:20	Pre-Monsoon	27.3	18.6	27.3	8.7	7.7	94	60	20	1016.4	19.6	1
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	5/27/2026	0:20	Pre-Monsoon	32.1	22.1	26.7	10	0	89	79	4.5	1012.1	7.7	0
BMD-683	Barisal	Barisal	22.701	90.3535	4	5/27/2026	1:20	Pre-Monsoon	31	24.9	26.1	6.1	0	82	84	17.8	1005.1	0	0
BMD-282	Dhaka	Dhaka	23.8103	90.4125	4	5/27/2026	2:20	Pre-Monsoon	36.2	29.2	29.2	7	0	90	58	22.2	1015.7	0	0
BMD-683	Barisal	Barisal	22.701	90.3535	4	5/27/2026	3:20	Pre-Monsoon	34.1	27.8	29.7	6.3	2.7	93	56	2.9	1007	0	1
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	5/27/2026	4:20	Pre-Monsoon	29.7	22.5	29.7	7.2	0	89	48	22.9	1015.6	2.7	1
BMD-481	Narayanganj	Dhaka	23.6238	90.5	3	5/27/2026	5:20	Pre-Monsoon	29.3	20.7	29.3	8.6	0	87	84	16.5	1006.7	0	1
BMD-075	Gazipur	Dhaka	23.9999	90.4203	8	5/27/2026	6:20	Pre-Monsoon	27.1	17.6	27.1	9.5	0	90	80	3.1	1007.8	0	1
BMD-421	Khulna	Khulna	22.8456	89.5403	9	5/27/2026	7:20	Pre-Monsoon	35.9	29.4	29.4	6.5	0	70	51	6.8	1008.8	0	1
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	5/27/2026	8:20	Pre-Monsoon	33.5	24.1	28.8	9.4	0	95	76	10.8	1008.4	0	1
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	5/27/2026	9:20	Pre-Monsoon	35	25	29.6	10	0	92	65	6.2	1011	0	0
BMD-998	Chittagong	Chittagong	22.3569	91.7832	12	5/27/2026	10:20	Pre-Monsoon	30.1	22.3	29	7.8	2.6	87	46	2.8	1009.3	0	1
BMD-499	Jessore	Khulna	23.1664	89.2081	16	5/27/2026	11:20	Pre-Monsoon	34.9	26.9	29.3	8	0	74	53	14	1008.6	2.6	0
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	5/27/2026	12:20	Pre-Monsoon	35.2	24.7	28.5	10.5	0	98	83	16.5	1002.9	0	0
BMD-625	Tangail	Dhaka	24.2513	89.9167	10	5/27/2026	13:20	Pre-Monsoon	35.1	27.7	28.3	7.4	0	93	50	15.9	1002.8	0	0
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	5/27/2026	14:20	Pre-Monsoon	31.7	25.4	27.6	6.3	0	80	79	12.4	1006.4	0	1
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	5/27/2026	15:20	Pre-Monsoon	33.7	23.1	28.2	10.6	0	93	48	8.9	1011.6	0	0
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	5/27/2026	16:20	Pre-Monsoon	29.8	21.5	27.6	8.3	0	98	80	4.3	1007.3	0	0
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	5/27/2026	17:20	Pre-Monsoon	31.1	24.7	27.3	6.4	0	97	68	21.7	1005.5	0	0
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	5/27/2026	18:20	Pre-Monsoon	29	22.9	27.6	6.1	0	81	59	18.6	1007.7	0	0
BMD-282	Dhaka	Dhaka	23.8103	90.4125	4	5/27/2026	19:20	Pre-Monsoon	27.7	18.6	27.7	9.1	0	83	59	8.1	1014.9	0	0
BMD-421	Khulna	Khulna	22.8456	89.5403	9	5/27/2026	20:20	Pre-Monsoon	29.1	22	27	7.1	0	96	74	7.5	1008	0	1
BMD-998	Chittagong	Chittagong	22.3569	91.7832	12	5/27/2026	21:20	Pre-Monsoon	31.8	21	27.5	10.8	0	74	74	18.7	1004.7	0	0
BMD-683	Barisal	Barisal	22.701	90.3535	4	5/27/2026	22:20	Pre-Monsoon	30.2	19.8	28.3	10.4	0	77	63	16.4	1010.2	0	0
BMD-625	Tangail	Dhaka	24.2513	89.9167	10	5/27/2026	23:20	Pre-Monsoon	33.6	25.2	28.7	8.4	0	92	57	5.8	1009.1	0	1
BMD-481	Narayanganj	Dhaka	23.6238	90.5	3	5/28/2026	0:20	Pre-Monsoon	34.3	26.9	28.9	7.4	0	76	80	15.7	1011.9	0	0
BMD-683	Barisal	Barisal	22.701	90.3535	4	5/28/2026	1:20	Pre-Monsoon	32.1	21.4	28.7	10.7	0	88	65	17.3	1004.9	0	1
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	5/28/2026	2:20	Pre-Monsoon	30.2	23.7	28	6.5	0	87	63	12.2	1007.9	0	0
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	5/28/2026	3:20	Pre-Monsoon	27	17.1	27	9.9	0	76	87	3.8	1003.1	0	0
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	5/28/2026	4:20	Pre-Monsoon	35.6	26.2	27.2	9.4	0	81	80	15.2	1003.3	0	1
BMD-282	Dhaka	Dhaka	23.8103	90.4125	4	5/28/2026	5:20	Pre-Monsoon	28.5	21.9	27.8	6.6	0	84	55	9.8	1010.6	0	0
BMD-998	Chittagong	Chittagong	22.3569	91.7832	12	5/28/2026	6:20	Pre-Monsoon	35.2	28.9	28.9	6.3	0	89	72	8.4	1010.9	0	0
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	5/28/2026	7:20	Pre-Monsoon	29.7	23.6	28.1	6.1	28.2	80	50	6.1	1012	0	1
BMD-625	Tangail	Dhaka	24.2513	89.9167	10	5/28/2026	8:20	Pre-Monsoon	33.6	24.5	27.8	9.1	0	68	77	5.7	1008.1	28.2	0
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	5/28/2026	9:20	Pre-Monsoon	35.5	27.3	27.9	8.2	0	75	55	4.9	1005.3	0	0
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	5/28/2026	10:20	Pre-Monsoon	27.4	20.8	27.3	6.6	0	79	86	7.5	1017.4	0	0
BMD-998	Chittagong	Chittagong	22.3569	91.7832	12	5/28/2026	11:20	Pre-Monsoon	33.6	26.6	26.8	7	0	80	77	8	1013.9	0	0
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	5/28/2026	12:20	Pre-Monsoon	36.8	26.3	26.9	10.5	0	90	58	25.5	1003.9	0	0
BMD-166	Sreemangal	Sylhet	24.3065	91.7296	26	5/28/2026	13:20	Pre-Monsoon	33.8	27.4	27.4	6.4	0	93	66	2	1012.2	0	0
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	5/28/2026	14:20	Pre-Monsoon	27.8	19.3	27.7	8.5	0	75	53	2.8	1011.2	0	0
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	5/28/2026	15:20	Pre-Monsoon	35.8	25.1	27.9	10.7	0	97	81	19.8	1006	0	1
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	5/28/2026	16:20	Pre-Monsoon	36.1	26.7	27.5	9.4	0	78	60	18.1	1006.2	0	1
BMD-282	Dhaka	Dhaka	23.8103	90.4125	4	5/28/2026	17:20	Pre-Monsoon	35.1	26.2	27.2	8.9	35	69	72	22.4	1012.9	0	1
BMD-499	Jessore	Khulna	23.1664	89.2081	16	5/28/2026	18:20	Pre-Monsoon	36.7	29.6	29.6	7.1	0	91	72	8.3	1016.2	35	0
BMD-998	Chittagong	Chittagong	22.3569	91.7832	12	5/28/2026	19:20	Pre-Monsoon	35.2	27.2	30	8	0	94	85	20.6	1002.2	0	1
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	5/28/2026	20:20	Pre-Monsoon	31.3	24.4	30.5	6.9	0	86	69	6.8	1015.6	0	1
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	5/28/2026	21:20	Pre-Monsoon	32.9	26.3	31	6.6	16.2	92	77	17	1003.7	0	1
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	5/28/2026	22:20	Pre-Monsoon	27.2	19.2	27.2	8	30.6	88	70	9	1014.1	16.2	1
BMD-166	Sreemangal	Sylhet	24.3065	91.7296	26	5/28/2026	23:20	Pre-Monsoon	34.2	26.5	27.6	7.7	0	68	74	18.5	1007.6	30.6	0
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	5/29/2026	0:20	Pre-Monsoon	32.4	22.2	27.4	10.2	0	71	73	9.9	1009.1	0	0
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	5/29/2026	1:20	Pre-Monsoon	35.1	26.1	26.6	9	0	75	56	21.4	1014.5	0	0
BMD-421	Khulna	Khulna	22.8456	89.5403	9	5/29/2026	2:20	Pre-Monsoon	28.4	18.8	27.1	9.6	0	91	85	18.6	1014.1	0	1
BMD-625	Tangail	Dhaka	24.2513	89.9167	10	5/29/2026	3:20	Pre-Monsoon	27.6	18.5	27.6	9.1	0	91	54	15.2	1008.3	0	0
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	5/29/2026	4:20	Pre-Monsoon	32.9	26	27.1	6.9	0	99	79	2.3	1014.1	0	1
BMD-683	Barisal	Barisal	22.701	90.3535	4	5/29/2026	5:20	Pre-Monsoon	32.7	25.8	27.6	6.9	21.2	83	74	22.9	1010.1	0	1
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	5/29/2026	6:20	Pre-Monsoon	28.1	19.2	26.9	8.9	0	68	71	12	1011.9	21.2	0
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	5/29/2026	7:20	Pre-Monsoon	27.3	18.8	26.5	8.5	0	70	86	8	1004.5	0	0
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	5/29/2026	8:20	Pre-Monsoon	27.1	20.2	25.7	6.9	0	98	84	10.3	1002.1	0	1
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	5/29/2026	9:20	Pre-Monsoon	27.2	20	26.3	7.2	0	93	58	21.7	1017	0	0
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	5/29/2026	10:20	Pre-Monsoon	27.7	21.2	26.4	6.5	0	95	62	16.8	1006.4	0	0
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	5/29/2026	11:20	Pre-Monsoon	32.8	25.7	26.5	7.1	0	68	84	18.9	1009.1	0	0
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	5/29/2026	12:20	Pre-Monsoon	31.2	22.4	27	8.8	0	90	77	3.1	1012.1	0	0
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	5/29/2026	13:20	Pre-Monsoon	29.4	23	27	6.4	0	92	87	18.1	1013.9	0	0
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	5/29/2026	14:20	Pre-Monsoon	28.9	20.3	26.4	8.6	0	88	85	4.8	1010.6	0	1
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	5/29/2026	15:20	Pre-Monsoon	36.3	30.2	30.2	6.1	0	83	82	11.8	1003.2	0	1
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	5/29/2026	16:20	Pre-Monsoon	34.1	24	30.1	10.1	0	92	80	2.6	1003.3	0	0
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	5/29/2026	17:20	Pre-Monsoon	36.3	25.8	29.7	10.5	0	99	79	15.5	1016.7	0	0
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	5/29/2026	18:20	Pre-Monsoon	31	23.2	29.8	7.8	4	87	77	22.6	1002.7	0	1
BMD-481	Narayanganj	Dhaka	23.6238	90.5	3	5/29/2026	19:20	Pre-Monsoon	29.2	22.2	29.2	7	0	96	66	12.7	1011.7	4	0
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	5/29/2026	20:20	Pre-Monsoon	33.3	25	29.3	8.3	0	78	52	18	1014.2	0	0
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	5/29/2026	21:20	Pre-Monsoon	31.8	25.4	29.2	6.4	8	91	54	10.5	1005.6	0	1
BMD-998	Chittagong	Chittagong	22.3569	91.7832	12	5/29/2026	22:20	Pre-Monsoon	27.9	19.4	27.9	8.5	0	82	67	8.2	1012.6	8	0
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	5/29/2026	23:20	Pre-Monsoon	35.1	28.4	28.4	6.7	0	88	67	8.4	1007	0	0
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	5/30/2026	0:20	Pre-Monsoon	27.1	16.8	27.1	10.3	18.7	72	54	12.3	1005.6	0	1
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	5/30/2026	1:20	Pre-Monsoon	35.1	25.1	27.2	10	0	79	61	24.3	1006.7	18.7	0
BMD-683	Barisal	Barisal	22.701	90.3535	4	5/30/2026	2:20	Pre-Monsoon	32	25.3	27.2	6.7	0	83	53	2.4	1005.7	0	1
BMD-625	Tangail	Dhaka	24.2513	89.9167	10	5/30/2026	3:20	Pre-Monsoon	28.1	19.3	27.9	8.8	0	99	47	13.7	1016.3	0	0
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	5/30/2026	4:20	Pre-Monsoon	31.1	20.5	27.3	10.6	0	87	52	25.2	1009.6	0	0
BMD-499	Jessore	Khulna	23.1664	89.2081	16	5/30/2026	5:20	Pre-Monsoon	27.9	21.6	27.3	6.3	0	97	72	14.9	1004.6	0	0
BMD-998	Chittagong	Chittagong	22.3569	91.7832	12	5/30/2026	6:20	Pre-Monsoon	32.8	22.8	26.8	10	35.2	77	85	25.2	1012.2	0	1
BMD-481	Narayanganj	Dhaka	23.6238	90.5	3	5/30/2026	7:20	Pre-Monsoon	29.6	18.6	26.5	11	0	69	46	20.4	1010.9	35.2	0
BMD-683	Barisal	Barisal	22.701	90.3535	4	5/30/2026	8:20	Pre-Monsoon	36.5	27.9	27.9	8.6	0	73	72	23.5	1003.8	0	1
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	5/30/2026	9:20	Pre-Monsoon	36.1	28.9	28.9	7.2	3.6	80	47	18.9	1011.8	0	1
